name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
DAT234^1,0.219805,0.415820,0.000296,30.489,-1,-1,1433,0,0,-1
ITP265^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP037^2,0.112237,0.318340,0.000385,0.319,-1,-1,3395,0,1,1
SWV665_5,0.094641,0.609088,0.000244,30.740,-1,-1,4954,0,0,-1
COM026_5,0.031372,0.174708,0.000193,30.805,-1,-1,3540,0,0,-1
DAT124^1,0.117931,0.315116,0.000212,31.896,-1,-1,1887,0,0,-1
SEV462^1,0.009652,0.027834,0.000179,33.028,-1,-1,351,0,0,-1
ITP243^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP011_3,0.040494,3.359973,0.000315,33.414,-1,-1,10043,0,0,-1
ITP207_2,4.512557,-1.0,0.000309,34.658,-1,-1,-1,-1,0,-1
SEV493^1,0.006742,0.011893,0.004735,0.033,-1,-1,0,0,1,1
ITP280^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP239_2,5.452718,-1.0,0.000293,35.705,-1,-1,-1,-1,0,-1
LCL813_5,0.100272,6.634787,0.000217,36.742,-1,-1,11845,0,0,-1
SEV492^1,0.007109,0.012405,0.017462,6.974,-1,-1,0,0,1,1
ITP158^2,0.201348,4.897365,0.000193,39.616,-1,-1,29327,0,0,-1
ITP168^2,0.149293,0.558263,0.015637,1.605,-1,-1,6174,0,1,1
SWV621_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ANA079^1,0.006593,0.012217,0.000207,22.260,-1,-1,8,0,0,1
COM203^1,0.131214,18.839879,0.000213,19.011,-1,-1,67834,0,0,1
ITP230^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
SWW546_5,0.024755,0.058724,0.000207,29.809,-1,-1,323,0,0,-1
PRO022^1,0.220370,0.663657,0.000268,30.148,-1,-1,5455,0,0,-1
SCT250_5,0.092077,-1.0,0.000273,30.105,-1,-1,-1,-1,0,-1
DAT285^1,0.006406,0.011680,0.000230,29.793,-1,-1,12,0,0,-1
ITP177^2,0.217823,-1.0,0.000269,30.234,-1,-1,-1,-1,0,-1
LCL837_5,0.069908,0.121218,0.000218,30.253,-1,-1,712,0,0,-1
SCT205_5,0.132536,-1.0,0.000287,30.152,-1,-1,-1,-1,0,-1
DAT171^1,0.057587,0.093663,0.000212,30.239,-1,-1,195,0,0,-1
ITP281^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
NUM985_5,0.042247,0.097454,0.000188,30.248,-1,-1,240,0,0,-1
ITP250^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
SCT243_5,0.070775,-1.0,0.000332,30.080,-1,-1,-1,-1,0,-1
COM168^1,0.063399,0.159220,0.000212,30.265,-1,-1,1392,0,0,-1
SWW567_5,0.310524,-1.0,0.000216,30.330,-1,-1,-1,-1,0,-1
ITP121^2,0.039320,0.049253,0.004340,0.088,-1,-1,0,0,1,1
ITP238^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP009^3,0.017488,0.036513,0.000206,30.543,-1,-1,626,0,0,-1
DAT169^1,0.098898,0.199545,0.000228,30.330,-1,-1,321,0,0,-1
ITP290^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP192^2,0.115740,0.198720,0.006730,0.306,-1,-1,590,0,1,1
DAT216^1,0.065122,0.132925,0.000274,30.293,-1,-1,431,0,0,-1
DAT229^1,0.088272,0.262990,0.000230,30.290,-1,-1,2754,0,0,-1
ITP028^2,0.113186,1.254090,0.000470,1.260,-1,-1,14732,0,1,1
DAT192^1,0.138409,0.483970,0.000318,29.958,-1,-1,3245,0,0,-1
SWW533_5,0.043411,0.222233,0.000302,0.353,-1,-1,2171,0,0,1
ITP019^3,0.010049,0.017112,0.002189,0.029,-1,-1,0,0,1,1
ITP200^2,0.124587,0.448371,0.008749,0.514,-1,-1,5775,0,1,1
COM061_5,0.179119,-1.0,0.000270,30.196,-1,-1,-1,-1,0,-1
ITP165^2,0.123126,0.722095,0.000259,33.514,-1,-1,7742,0,0,-1
SWW534_5,0.122456,-1.0,0.000317,30.135,-1,-1,-1,-1,0,-1
ITP258_2,5.906624,-1.0,0.000279,36.083,-1,-1,-1,-1,0,-1
LCL767_5,0.071697,2.310419,0.000202,32.383,-1,-1,14843,0,0,-1
ITP237^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP279^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP146^2,0.091362,0.129260,0.000246,30.236,-1,-1,0,0,0,-1
SCT179_5,0.055407,0.420049,0.000254,0.448,-1,-1,4484,0,0,1
ITP273^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP268_2,7.220767,-1.0,0.000285,37.685,-1,-1,-1,-1,0,-1
ITP237^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT240^1,0.175169,0.836621,0.000262,30.970,-1,-1,8627,0,0,-1
DAT275^1,0.009097,0.015882,0.000252,43.130,-1,-1,8,0,0,-1
ANA106^1,0.009307,0.015646,0.000293,0.092,-1,-1,4,0,0,1
SCT189_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP018_7,4.859644,-1.0,0.000282,34.874,-1,-1,-1,-1,0,-1
DAT256^1,0.165481,10.708493,0.000229,30.898,-1,-1,67102,0,0,-1
DAT183^1,0.040567,0.098928,0.000201,33.004,-1,-1,626,0,0,-1
PRO021^1,0.251856,0.887290,0.000196,30.433,-1,-1,10079,0,0,-1
ITP178^2,0.178854,-1.0,0.000291,30.188,-1,-1,-1,-1,0,-1
NUM970_5,0.020319,0.039640,0.000270,30.148,-1,-1,104,0,0,-1
COM078_5,0.108135,-1.0,0.000289,30.123,-1,-1,-1,-1,0,-1
COM099_5,0.223286,-1.0,0.000285,30.241,-1,-1,-1,-1,0,-1
ITP153^2,0.080424,0.369464,0.000370,0.382,-1,-1,4887,0,1,1
SWV617_5,0.021800,0.031792,0.000238,30.183,-1,-1,0,0,0,-1
ANA130^1,0.008064,0.013940,0.000306,30.175,-1,-1,4,0,0,-1
SEV472^1,0.008825,0.015138,0.000258,0.207,-1,-1,8,0,0,1
ITP203^2,0.283415,7.398781,0.000219,30.734,-1,-1,43239,0,0,-1
LCL763_5,0.054254,0.457697,0.000253,30.566,-1,-1,5959,0,0,-1
ITP061^2,0.079882,0.228458,0.000212,30.962,-1,-1,2564,0,0,-1
DAT296^1,0.013367,0.028202,0.000222,30.861,-1,-1,172,0,0,-1
DAT134^1,0.126879,0.767625,0.000303,31.381,-1,-1,11197,0,0,-1
DAT127^1,0.027053,0.032530,0.000236,0.046,-1,-1,0,0,0,0
ITP174^2,0.561520,-1.0,0.000321,30.575,-1,-1,-1,-1,0,-1
LCL802_5,0.123901,-1.0,0.000321,30.139,-1,-1,-1,-1,0,-1
DAT143^1,0.006583,0.018044,0.000210,32.158,-1,-1,156,0,0,-1
COM195^1,0.067841,0.226389,0.000355,0.227,-1,-1,1670,0,1,1
COM177^1,0.115858,0.857663,0.000307,30.094,-1,-1,9214,0,0,-1
COM113_5,0.196475,-1.0,0.000315,30.212,-1,-1,-1,-1,0,-1
ITP233^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP051^2,0.027754,0.033790,0.000281,0.049,-1,-1,0,0,0,0
DAT252^1,0.178617,0.658760,0.000258,30.029,-1,-1,4193,0,0,-1
LCL781_5,0.029565,0.043931,0.000229,30.162,-1,-1,154,0,0,-1
ITP091^2,0.142616,0.358647,0.003137,0.435,-1,-1,1850,0,1,1
DAT205^1,0.224076,1.147502,0.000324,33.001,-1,-1,9521,0,0,-1
SWW553_5,0.148840,0.417851,0.000238,30.491,-1,-1,4263,0,0,-1
ITP223^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT215^1,0.093009,0.456196,0.000202,41.475,-1,-1,5000,0,0,-1
ITP232^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP291^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
NUM973_5,0.035118,0.090351,0.000269,30.217,-1,-1,420,0,0,-1
ITP015^3,0.012214,0.021678,0.000281,10.170,-1,-1,25,0,0,1
SCT234_5,0.143362,-1.0,0.000274,30.156,-1,-1,-1,-1,0,-1
DAT280^1,0.008769,0.015474,0.000210,0.037,-1,-1,32,0,0,1
SCT192_5,0.131199,-1.0,0.000259,30.143,-1,-1,-1,-1,0,-1
COM167^1,0.096772,0.277096,0.001957,0.306,-1,-1,1119,0,1,1
LCL791_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP186^2,0.125512,0.348859,0.009930,0.525,-1,-1,2659,0,1,1
NUN047^1,0.008699,0.014492,0.000254,30.163,-1,-1,4,0,0,-1
DAT159^1,0.027001,0.037026,0.000216,0.054,-1,-1,0,0,0,1
DAT289^1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT293^1,0.009662,0.019750,0.000294,30.182,-1,-1,38,0,0,-1
LCL827_5,0.322417,-1.0,0.000309,30.351,-1,-1,-1,-1,0,-1
SEV483^1,0.011133,0.032010,0.000234,30.069,-1,-1,283,0,0,-1
ITP242^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
NUN010_5,0.041240,0.069328,0.000248,30.229,-1,-1,80,0,0,-1
DAT209^1,0.035932,0.045173,0.000234,30.161,-1,-1,20,0,0,-1
SEV449^1,0.010439,0.021688,0.000250,30.384,-1,-1,42,0,0,-1
SWV799_5,0.069955,0.089570,0.000415,30.181,-1,-1,0,0,0,-1
SEV474^1,0.015167,0.035224,0.000246,30.041,-1,-1,224,0,0,-1
SWW528_5,0.026503,0.062186,0.000179,30.138,-1,-1,323,0,0,-1
ITP187^2,0.161441,1.413593,0.000275,30.781,-1,-1,10528,0,0,-1
ITP049^2,0.102199,0.933243,0.000210,0.977,-1,-1,14138,0,0,1
LCL762_5,0.082173,0.435441,0.003773,0.475,-1,-1,4637,0,1,1
ITP014^3,0.033817,0.055336,0.000245,29.902,-1,-1,126,0,0,-1
ITP011_7,2.549024,2.562116,0.000224,32.605,-1,-1,140,0,0,-1
COM102_5,0.060305,-1.0,0.000282,30.071,-1,-1,-1,-1,0,-1
ITP228^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP271^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP229_2,6.110777,-1.0,0.000274,36.285,-1,-1,-1,-1,0,-1
ITP019_7,5.558407,5.540693,0.000473,5.599,-1,-1,0,0,1,1
ITP078^2,0.130866,3.141829,0.000244,33.293,-1,-1,44021,0,0,-1
ITP267^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP286_2,7.408739,-1.0,0.000291,37.888,-1,-1,-1,-1,0,-1
ITP219^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
SWV723_5,0.024077,0.047219,0.000218,29.968,-1,-1,348,0,0,-1
LCL842_5,0.039421,0.108623,0.000223,30.188,-1,-1,1447,0,0,-1
COM046_5,0.049525,0.498718,0.000284,30.562,-1,-1,3512,0,0,-1
ITP221^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP246_2,3.902285,-1.0,0.000245,34.051,-1,-1,-1,-1,0,-1
LCL800_5,0.023662,0.036414,0.002872,0.062,-1,-1,40,0,1,1
